content_type,number_of_peers,opt_type,runtime_in_ms,success,objective,avg_delay
AUDIO,5,DIR,0.0138,1,885.0000,59.4711
AUDIO,5,HEU,4.3118,1,504.0000,83.6852
AUDIO,5,ILP,28887.7511,1,378.0000,70.8416
AUDIO,5,MST,14.1549,1,379.0000,68.9998
AUDIO,11,DIR,0.0200,1,1653.0000,50.2964
AUDIO,11,HEU,11.6553,1,513.0000,68.0137
AUDIO,11,ILP,1053141.9420,1,509.0000,67.4539
AUDIO,11,MST,12.0208,1,512.0000,67.1104
AUDIO,17,DIR,0.0381,1,3040.0000,54.0543
AUDIO,17,HEU,18.1508,1,643.0000,79.4488
AUDIO,17,MST,20.9210,1,641.0000,81.1164
AUDIO,23,DIR,0.0510,1,4426.0000,58.0904
AUDIO,23,HEU,49.4781,1,652.0000,84.7196
AUDIO,23,MST,21.4696,1,647.0000,88.9836
AUDIO,29,DIR,0.0591,1,5440.0000,59.8404
AUDIO,29,HEU,55.1627,1,655.0000,83.9569
AUDIO,29,MST,13.5779,1,647.0000,85.2401
AUDIO,35,DIR,0.0553,1,6458.0000,58.2490
AUDIO,35,HEU,50.8108,1,658.0000,81.6816
AUDIO,35,MST,14.8258,0,0.0000,0.0000
AUDIO,41,DIR,0.0610,1,7725.0000,57.3108
AUDIO,41,HEU,61.9960,1,661.0000,83.0166
AUDIO,41,MST,15.2879,0,0.0000,0.0000
MESSAGING,5,DIR,0.0188,1,885.0000,59.4711
MESSAGING,5,HEU,4.7228,1,504.0000,83.6852
MESSAGING,5,ILP,44204.3858,1,378.0000,70.8416
MESSAGING,5,MST,11.7593,1,379.0000,68.9998
MESSAGING,11,DIR,0.0219,1,1653.0000,50.2964
MESSAGING,11,HEU,11.3449,1,513.0000,68.0137
MESSAGING,11,ILP,1494310.0793,1,509.0000,66.0133
MESSAGING,11,MST,11.9972,1,512.0000,67.1104
MESSAGING,17,DIR,0.0317,1,3040.0000,54.0543
MESSAGING,17,HEU,19.0918,1,643.0000,79.4488
MESSAGING,17,MST,21.8592,1,641.0000,81.1164
MESSAGING,23,DIR,0.0553,1,4426.0000,58.0904
MESSAGING,23,HEU,52.4633,1,651.0000,86.4871
MESSAGING,23,MST,22.8958,1,647.0000,88.9836
MESSAGING,29,DIR,0.0727,1,5440.0000,59.8404
MESSAGING,29,HEU,42.5415,1,654.0000,84.6305
MESSAGING,29,MST,14.3623,1,647.0000,85.2401
MESSAGING,35,DIR,0.0527,1,6458.0000,58.2490
MESSAGING,35,HEU,53.5135,1,657.0000,82.8230
MESSAGING,35,MST,14.0250,1,650.0000,89.0417
MESSAGING,41,DIR,0.0615,1,7725.0000,57.3108
MESSAGING,41,HEU,60.7984,1,660.0000,85.3634
MESSAGING,41,MST,15.4872,1,650.0000,92.0319
VIDEO,6,DIR,0.2234,1,888.0000,55.6486
VIDEO,6,HEU,10.0670,1,382.0000,63.2529
VIDEO,6,ILP,104920.8677,1,381.0000,63.7096
VIDEO,6,MST,11.9097,1,382.0000,63.2716
VIDEO,12,DIR,0.0217,1,1903.0000,52.9966
VIDEO,12,HEU,10.3760,1,514.0000,74.4286
VIDEO,12,ILP,1499894.4545,1,509.0000,72.9681
VIDEO,12,MST,10.9754,1,512.0000,73.2897
VIDEO,18,DIR,0.0281,1,3171.0000,54.0824
VIDEO,18,HEU,17.2336,1,650.0000,93.4576
VIDEO,18,MST,12.6009,1,644.0000,79.8563
VIDEO,24,DIR,0.0403,1,4677.0000,59.4897
VIDEO,24,HEU,28.7919,1,652.0000,86.3416
VIDEO,24,MST,13.3677,1,648.0000,90.2246
VIDEO,30,DIR,0.0460,1,5691.0000,60.1555
VIDEO,30,HEU,41.0826,1,654.0000,85.8911
VIDEO,30,MST,13.4704,1,647.0000,85.1947
VIDEO,36,DIR,0.0522,1,6711.0000,57.7503
VIDEO,36,HEU,68.3892,1,657.0000,82.8512
VIDEO,36,MST,14.1757,1,650.0000,89.7619
VIDEO,42,DIR,0.0706,1,7854.0000,57.0682
VIDEO,42,HEU,60.4367,1,658.0000,84.3142
VIDEO,42,MST,14.6449,1,647.0000,91.7391
AUDIO,6,DIR,0.0165,1,888.0000,55.6486
AUDIO,6,HEU,5.3325,1,382.0000,63.2529
AUDIO,6,ILP,68146.6916,1,381.0000,63.7096
AUDIO,6,MST,11.3583,1,382.0000,63.2716
AUDIO,12,DIR,0.0229,1,1903.0000,52.9966
AUDIO,12,HEU,11.3955,1,514.0000,74.4286
AUDIO,12,ILP,1514618.9806,1,509.0000,78.5061
AUDIO,12,MST,11.4450,1,512.0000,73.2897
AUDIO,18,DIR,0.0305,1,3171.0000,54.0824
AUDIO,18,HEU,18.9552,1,649.0000,91.9046
AUDIO,18,MST,14.1070,1,644.0000,79.8563
AUDIO,24,DIR,0.0405,1,4677.0000,59.4897
AUDIO,24,HEU,31.6682,1,653.0000,85.5216
AUDIO,24,MST,13.7396,1,648.0000,90.2246
AUDIO,30,DIR,0.0489,1,5691.0000,60.1555
AUDIO,30,HEU,41.7638,1,655.0000,85.2408
AUDIO,30,MST,14.1180,1,647.0000,85.1947
AUDIO,36,DIR,0.0558,1,6711.0000,57.7503
AUDIO,36,HEU,51.4965,1,658.0000,81.7424
AUDIO,36,MST,14.1301,0,0.0000,0.0000
AUDIO,42,DIR,0.0613,1,7854.0000,57.0682
AUDIO,42,HEU,60.0624,1,659.0000,82.0247
AUDIO,42,MST,14.5087,0,0.0000,0.0000
MESSAGING,6,DIR,0.0226,1,888.0000,55.6486
MESSAGING,6,HEU,5.5728,1,382.0000,63.2529
MESSAGING,6,ILP,143106.3077,1,381.0000,63.7096
MESSAGING,6,MST,12.0096,1,382.0000,63.2716
MESSAGING,12,DIR,0.0236,1,1903.0000,52.9966
MESSAGING,12,HEU,12.3470,1,514.0000,74.4286
MESSAGING,12,ILP,2272706.8510,1,509.0000,72.9681
MESSAGING,12,MST,12.5723,1,512.0000,73.2897
MESSAGING,18,DIR,0.0346,1,3171.0000,54.0824
MESSAGING,18,HEU,20.5631,1,650.0000,93.4576
MESSAGING,18,MST,18.9664,1,644.0000,79.8563
MESSAGING,24,DIR,0.0384,1,4677.0000,59.4897
MESSAGING,24,HEU,29.2599,1,652.0000,86.3416
MESSAGING,24,MST,12.6390,1,648.0000,90.2246
MESSAGING,30,DIR,0.0501,1,5691.0000,60.1555
MESSAGING,30,HEU,38.6996,1,654.0000,85.8911
MESSAGING,30,MST,13.1812,1,647.0000,85.1947
MESSAGING,36,DIR,0.0556,1,6711.0000,57.7503
MESSAGING,36,HEU,48.6598,1,657.0000,82.8512
MESSAGING,36,MST,13.6590,1,650.0000,89.7619
MESSAGING,42,DIR,0.0651,1,7854.0000,57.0682
MESSAGING,42,HEU,59.3100,1,658.0000,84.3142
MESSAGING,42,MST,14.9865,1,647.0000,91.7391
VIDEO,7,DIR,0.2029,1,1016.0000,54.5466
VIDEO,7,HEU,11.2035,1,384.0000,60.8863
VIDEO,7,ILP,176063.9555,1,382.0000,62.1631
VIDEO,7,MST,13.8934,1,384.0000,60.9018
VIDEO,13,DIR,0.0391,1,2154.0000,52.1996
VIDEO,13,HEU,11.9371,1,514.0000,75.3449
VIDEO,13,ILP,2071277.7338,1,509.0000,75.9690
VIDEO,13,MST,11.2610,1,512.0000,74.6924
VIDEO,19,DIR,0.0308,1,3422.0000,56.1717
VIDEO,19,HEU,18.2829,1,652.0000,94.6639
VIDEO,19,MST,13.1004,1,645.0000,82.5264
