content_type,number_of_peers,opt_type,runtime_in_ms,success,objective,avg_delay
MESSAGING,32,ILP,DNF,0,-,-
MESSAGING,32,MST,14.4553,1,878.7750,80.6226
GAMING,32,DIR,0.0305,0,0.0000,0.0000
GAMING,32,HEU,0.8504,0,0.0000,0.0000
GAMING,32,ILP,167788.9214,0,0.0000,0.0000
GAMING,32,MST,26.6840,0,0.0000,0.0000
VIDEO,33,DIR,0.1981,1,6768.7750,62.7243
VIDEO,33,HEU,40.4229,1,989.9300,129.2277
VIDEO,33,ILP,DNF,0,-,-
VIDEO,33,MST,16.5646,1,873.7750,76.1783
AUDIO,33,DIR,0.0515,1,6768.7750,62.7243
AUDIO,33,HEU,36.4525,1,1083.4300,112.1947
AUDIO,33,ILP,DNF,0,-,-
AUDIO,33,MST,14.0054,0,0.0000,0.0000
MESSAGING,33,DIR,0.0975,1,6768.7750,62.7243
MESSAGING,33,HEU,35.1508,1,989.9300,129.2277
MESSAGING,33,ILP,DNF,0,-,-
MESSAGING,33,MST,30.7553,1,873.7750,76.1783
GAMING,33,DIR,0.0131,0,0.0000,0.0000
GAMING,33,HEU,0.9036,0,0.0000,0.0000
GAMING,33,ILP,124937.0601,0,0.0000,0.0000
GAMING,33,MST,14.3287,0,0.0000,0.0000
VIDEO,34,DIR,0.2155,1,6968.7750,61.9824
VIDEO,34,HEU,42.3176,1,987.9300,130.2262
VIDEO,34,ILP,DNF,0,-,-
VIDEO,34,MST,16.1583,1,865.7750,73.5408
AUDIO,34,DIR,0.0501,1,6968.7750,61.9824
AUDIO,34,HEU,39.1200,1,1084.4300,113.9151
AUDIO,34,ILP,DNF,0,-,-
AUDIO,34,MST,14.4060,1,865.7750,73.5408
MESSAGING,34,DIR,0.0627,1,6968.7750,61.9824
MESSAGING,34,HEU,54.2402,1,987.9300,130.2262
MESSAGING,34,ILP,DNF,0,-,-
MESSAGING,34,MST,30.1836,1,865.7750,73.5408
GAMING,34,DIR,0.0196,0,0.0000,0.0000
GAMING,34,HEU,0.9246,0,0.0000,0.0000
GAMING,34,ILP,227195.9474,0,0.0000,0.0000
GAMING,34,MST,31.0020,0,0.0000,0.0000
VIDEO,35,DIR,0.2468,1,7178.7750,62.5934
VIDEO,35,HEU,48.9573,1,990.5500,142.2007
VIDEO,35,ILP,DNF,0,-,-
VIDEO,35,MST,16.5913,1,865.7750,74.0744
AUDIO,35,DIR,0.0486,1,7178.7750,62.5934
AUDIO,35,HEU,41.4650,1,995.4300,116.0728
AUDIO,35,ILP,DNF,0,-,-
AUDIO,35,MST,14.2500,1,865.7750,74.0744
MESSAGING,35,DIR,0.0892,1,7178.7750,62.5934
MESSAGING,35,HEU,56.2227,1,990.5500,142.2007
MESSAGING,35,ILP,DNF,0,-,-
MESSAGING,35,MST,30.5650,1,865.7750,74.0744
GAMING,35,DIR,0.0129,0,0.0000,0.0000
GAMING,35,HEU,0.9284,0,0.0000,0.0000
GAMING,35,ILP,196364.7935,0,0.0000,0.0000
GAMING,35,MST,33.9980,0,0.0000,0.0000
VIDEO,36,DIR,0.2322,1,7578.7750,64.4079
VIDEO,36,HEU,49.3107,1,990.5500,144.4792
VIDEO,36,ILP,DNF,0,-,-
VIDEO,36,MST,16.2532,1,865.7750,76.1356
AUDIO,36,DIR,0.0525,1,7578.7750,64.4079
AUDIO,36,HEU,40.6733,1,995.4300,117.1095
AUDIO,36,ILP,DNF,0,-,-
AUDIO,36,MST,24.7698,1,865.7750,76.1356
MESSAGING,36,DIR,0.0515,1,7578.7750,64.4079
MESSAGING,36,HEU,117.9464,1,990.5500,144.4792
MESSAGING,36,ILP,DNF,0,-,-
MESSAGING,36,MST,72.7980,1,865.7750,76.1356
GAMING,36,DIR,0.0167,0,0.0000,0.0000
GAMING,36,HEU,0.9961,0,0.0000,0.0000
GAMING,36,ILP,202944.0868,0,0.0000,0.0000
GAMING,36,MST,32.2385,0,0.0000,0.0000
VIDEO,37,DIR,0.2327,1,7725.7750,65.8198
VIDEO,37,HEU,48.4283,1,990.5500,147.4967
VIDEO,37,ILP,DNF,0,-,-
VIDEO,37,MST,17.3080,1,865.7750,78.3599
AUDIO,37,DIR,0.1020,1,7725.7750,65.8198
AUDIO,37,HEU,44.5867,1,995.4300,116.9385
AUDIO,37,ILP,DNF,0,-,-
AUDIO,37,MST,14.7572,0,0.0000,0.0000
MESSAGING,37,DIR,0.0560,1,7725.7750,65.8198
MESSAGING,37,HEU,42.1734,1,990.5500,147.4967
MESSAGING,37,ILP,DNF,0,-,-
MESSAGING,37,MST,15.0533,1,865.7750,78.3599
GAMING,37,DIR,0.0112,0,0.0000,0.0000
GAMING,37,HEU,17.1118,0,0.0000,0.0000
GAMING,37,ILP,301694.3545,0,0.0000,0.0000
GAMING,37,MST,14.9405,0,0.0000,0.0000
VIDEO,38,DIR,0.2341,1,8025.7750,66.3864
VIDEO,38,HEU,49.9408,1,990.5500,142.4711
VIDEO,38,ILP,DNF,0,-,-
VIDEO,38,MST,16.5343,1,865.7750,78.8306
AUDIO,38,DIR,0.0491,1,8025.7750,66.3864
AUDIO,38,HEU,53.9832,1,995.4300,118.9564
AUDIO,38,ILP,DNF,0,-,-
AUDIO,38,MST,23.6766,0,0.0000,0.0000
MESSAGING,38,DIR,0.0663,1,8025.7750,66.3864
MESSAGING,38,HEU,93.2386,1,990.5500,142.4711
MESSAGING,38,ILP,DNF,0,-,-
MESSAGING,38,MST,31.2371,1,865.7750,78.8306
GAMING,38,DIR,0.0124,0,0.0000,0.0000
GAMING,38,HEU,0.8187,0,0.0000,0.0000
GAMING,38,ILP,417936.3427,0,0.0000,0.0000
GAMING,38,MST,32.9657,0,0.0000,0.0000
VIDEO,39,DIR,0.2327,1,8225.7750,65.0088
VIDEO,39,HEU,49.9544,1,990.5500,144.3297
VIDEO,39,ILP,DNF,0,-,-
VIDEO,39,MST,16.6609,1,865.7750,79.7139
AUDIO,39,DIR,0.0510,1,8225.7750,65.0088
AUDIO,39,HEU,47.9655,1,984.9300,110.3661
AUDIO,39,ILP,DNF,0,-,-
AUDIO,39,MST,15.3480,0,0.0000,0.0000
MESSAGING,39,DIR,0.0770,1,8225.7750,65.0088
MESSAGING,39,HEU,81.6846,1,990.5500,144.3297
MESSAGING,39,ILP,DNF,0,-,-
MESSAGING,39,MST,51.8582,1,865.7750,79.7139
GAMING,39,DIR,0.0136,0,0.0000,0.0000
GAMING,39,HEU,0.9234,0,0.0000,0.0000
GAMING,39,ILP,342010.5753,0,0.0000,0.0000
GAMING,39,MST,31.0304,0,0.0000,0.0000
VIDEO,40,DIR,0.2432,1,8625.7750,66.5154
VIDEO,40,HEU,54.7314,1,990.5500,143.7131
VIDEO,40,ILP,DNF,0,-,-
VIDEO,40,MST,24.6933,1,865.7750,81.3592
AUDIO,40,DIR,0.0572,1,8625.7750,66.5154
AUDIO,40,HEU,49.9542,1,984.9300,110.8987
AUDIO,40,ILP,DNF,0,-,-
AUDIO,40,MST,31.4689,0,0.0000,0.0000
MESSAGING,40,DIR,0.0725,1,8625.7750,66.5154
MESSAGING,40,HEU,89.1039,1,990.5500,143.7131
MESSAGING,40,ILP,DNF,0,-,-
MESSAGING,40,MST,30.9563,1,865.7750,81.3592
GAMING,40,DIR,0.0157,0,0.0000,0.0000
GAMING,40,HEU,0.8729,0,0.0000,0.0000
GAMING,40,ILP,255417.7532,0,0.0000,0.0000
GAMING,40,MST,15.4135,0,0.0000,0.0000
VIDEO,41,DIR,0.2446,1,8726.7750,65.8841
VIDEO,41,HEU,58.3477,1,990.5500,144.1557
VIDEO,41,ILP,DNF,0,-,-
VIDEO,41,MST,18.4472,1,865.7750,80.5752
AUDIO,41,DIR,0.1187,1,8726.7750,65.8841
AUDIO,41,HEU,90.9998,1,984.9300,111.9579
AUDIO,41,ILP,DNF,0,-,-
AUDIO,41,MST,31.5418,0,0.0000,0.0000
MESSAGING,41,DIR,0.0601,1,8726.7750,65.8841
MESSAGING,41,HEU,105.6185,1,990.5500,144.1557
MESSAGING,41,ILP,DNF,0,-,-
MESSAGING,41,MST,31.2486,1,865.7750,80.5752
GAMING,41,DIR,0.0186,0,0.0000,0.0000
GAMING,41,HEU,0.8461,0,0.0000,0.0000
GAMING,41,ILP,292960.1021,0,0.0000,0.0000
GAMING,41,MST,32.3968,0,0.0000,0.0000
VIDEO,42,DIR,0.2604,1,8926.7750,64.5863
VIDEO,42,HEU,55.0549,1,990.5500,145.8610
VIDEO,42,ILP,DNF,0,-,-
VIDEO,42,MST,16.7739,1,865.7750,81.3182
AUDIO,42,DIR,0.0582,1,8926.7750,64.5863
AUDIO,42,HEU,54.2328,1,984.9300,111.2963
AUDIO,42,ILP,DNF,0,-,-
AUDIO,42,MST,31.0450,0,0.0000,0.0000
MESSAGING,42,DIR,0.0706,1,8926.7750,64.5863
MESSAGING,42,HEU,99.9093,1,990.5500,145.8610
MESSAGING,42,ILP,DNF,0,-,-
MESSAGING,42,MST,32.0704,1,865.7750,81.3182
GAMING,42,DIR,0.0348,0,0.0000,0.0000
GAMING,42,HEU,0.9847,0,0.0000,0.0000
GAMING,42,ILP,506253.7835,0,0.0000,0.0000
GAMING,42,MST,16.5093,0,0.0000,0.0000
VIDEO,43,DIR,0.2520,1,9127.7750,64.0024
VIDEO,43,HEU,60.3848,1,982.7750,119.0726
VIDEO,43,ILP,DNF,0,-,-
VIDEO,43,MST,17.3416,1,864.7750,80.3784
AUDIO,43,DIR,0.0603,1,9127.7750,64.0024
AUDIO,43,HEU,66.5159,1,979.7750,95.2331
AUDIO,43,ILP,DNF,0,-,-
AUDIO,43,MST,32.2909,0,0.0000,0.0000
MESSAGING,43,DIR,0.0784,1,9127.7750,64.0024
MESSAGING,43,HEU,125.1969,1,982.7750,119.0726
MESSAGING,43,ILP,DNF,0,-,-
MESSAGING,43,MST,31.5096,1,864.7750,80.3784
GAMING,43,DIR,0.0193,0,0.0000,0.0000
GAMING,43,HEU,0.9208,0,0.0000,0.0000
GAMING,43,ILP,452689.7221,0,0.0000,0.0000
GAMING,43,MST,15.4490,0,0.0000,0.0000
VIDEO,44,DIR,0.2658,1,9367.7750,63.7966
VIDEO,44,HEU,59.4535,1,1022.7750,119.0758
VIDEO,44,ILP,DNF,0,-,-
VIDEO,44,MST,20.5021,1,904.7750,80.0249
AUDIO,44,DIR,0.0608,1,9367.7750,63.7966
AUDIO,44,HEU,64.4436,1,1019.7750,95.5694
AUDIO,44,ILP,DNF,0,-,-
AUDIO,44,MST,33.0412,0,0.0000,0.0000
MESSAGING,44,DIR,0.0753,1,9367.7750,63.7966
MESSAGING,44,HEU,116.2479,1,1022.7750,119.0758
MESSAGING,44,ILP,DNF,0,-,-
MESSAGING,44,MST,33.9448,1,904.7750,80.0249
GAMING,44,DIR,0.0193,0,0.0000,0.0000
GAMING,44,HEU,1.0040,0,0.0000,0.0000
GAMING,44,ILP,412565.0692,0,0.0000,0.0000
GAMING,44,MST,15.2278,0,0.0000,0.0000
VIDEO,45,DIR,0.2782,1,9769.7750,63.3498
VIDEO,45,HEU,59.6414,1,1023.7750,118.9114
VIDEO,45,ILP,DNF,0,-,-
VIDEO,45,MST,33.4857,1,905.7750,79.5161
AUDIO,45,DIR,0.0577,1,9769.7750,63.3498
AUDIO,45,HEU,60.3585,1,1020.7750,95.7231
AUDIO,45,ILP,DNF,0,-,-
AUDIO,45,MST,16.6416,0,0.0000,0.0000
MESSAGING,45,DIR,0.0865,1,9769.7750,63.3498
MESSAGING,45,HEU,128.8152,1,1023.7750,118.9114
MESSAGING,45,ILP,DNF,0,-,-
MESSAGING,45,MST,16.0468,1,905.7750,79.5161
GAMING,45,DIR,0.0141,0,0.0000,0.0000
GAMING,45,HEU,0.9103,0,0.0000,0.0000
GAMING,45,ILP,396278.8815,0,0.0000,0.0000
GAMING,45,MST,32.3701,0,0.0000,0.0000
VIDEO,46,DIR,0.2403,1,9809.7750,62.8170
VIDEO,46,HEU,63.3998,1,1024.7750,118.7632
VIDEO,46,ILP,DNF,0,-,-
VIDEO,46,MST,17.3447,1,845.7750,80.2217
AUDIO,46,DIR,0.0744,1,9809.7750,62.8170
AUDIO,46,HEU,65.3517,1,1021.7750,95.9000
AUDIO,46,ILP,DNF,0,-,-
AUDIO,46,MST,32.1753,0,0.0000,0.0000
MESSAGING,46,DIR,0.0696,1,9809.7750,62.8170
MESSAGING,46,HEU,128.2713,1,1024.7750,118.7632
MESSAGING,46,ILP,DNF,0,-,-
MESSAGING,46,MST,31.8892,1,845.7750,80.2217
GAMING,46,DIR,0.0119,0,0.0000,0.0000
GAMING,46,HEU,0.7515,0,0.0000,0.0000
GAMING,46,ILP,1614547.7669,0,0.0000,0.0000
GAMING,46,MST,32.4910,0,0.0000,0.0000
