content_type,number_of_peers,opt_type,runtime_in_ms,success,objective,avg_delay
MESSAGING,39,DIR,0.0708,1,2954.0000,47.5632
MESSAGING,39,HEU,47.8733,1,652.0000,64.1101
MESSAGING,39,MST,12.1148,1,647.0000,93.2331
MESSAGING,40,DIR,0.0708,1,3080.0000,48.1994
MESSAGING,40,HEU,49.3371,1,652.0000,65.2592
MESSAGING,40,MST,12.4485,1,647.0000,93.0759
MESSAGING,41,DIR,0.0439,1,3206.0000,48.7418
MESSAGING,41,HEU,50.1261,1,652.0000,65.3397
MESSAGING,41,MST,12.9910,1,647.0000,92.8718
MESSAGING,42,DIR,0.0618,1,3332.0000,49.0881
MESSAGING,42,HEU,51.6937,1,652.0000,65.5392
MESSAGING,42,MST,13.7866,1,647.0000,94.0898
MESSAGING,43,DIR,0.0803,1,3334.0000,49.0403
MESSAGING,43,HEU,53.3917,1,652.0000,65.1400
MESSAGING,43,MST,14.2264,1,647.0000,93.0369
MESSAGING,44,DIR,0.0949,1,3336.0000,48.6413
MESSAGING,44,HEU,57.2085,1,653.0000,65.0652
MESSAGING,44,MST,12.9626,1,648.0000,92.3489
MESSAGING,45,DIR,0.0677,1,3462.0000,49.0749
MESSAGING,45,HEU,56.4916,1,653.0000,65.6754
MESSAGING,45,MST,14.4525,1,648.0000,93.0906
MESSAGING,46,DIR,0.0410,1,3588.0000,49.4026
MESSAGING,46,HEU,59.2723,1,653.0000,66.8841
MESSAGING,46,MST,13.4006,1,648.0000,93.6016
